Tanggal,Tweet,Username,Likes,Replies,Retweets,Sentiment
2022-10-31 13:59:13+00:00,rulianadyah hai sobat bri bank bri senantiasa berkomitmen meningkatkan pelayanan sistem keamanan bertransaksi kenyamanan kepuasan nasabah pengecekan transaksi silakan cetak buku tabungan mengunjungi kantor bri terdekat membawa 1,promo_BRI,0,0,0,netral
2022-10-31 06:11:03+00:00,kontakbri pelayanan bank bri memuaskan membawa buku tabungan ktp kantor cabangnya mojosari ambil uang dibatasi cuman 5jutapadahal dibatasi atmnya banknya langsung dibatasi,r_findia,0,6,0,netral
2022-10-28 13:48:57+00:00,hallo bankbri_id 1 jam komplain respon kontakbri pelayanan menteri erickthohir jelek c nya,benmar_alvaro,0,5,0,netral
2022-10-28 11:26:26+00:00,bri pelayanan konsep hybrid bank bridukungg20,kykuhaneul,0,1,0,netral
2022-10-28 08:03:55+00:00,bank rakyat indonesia bri melaksanakan penyerahan bantuan dana corporate social responbility csr peningkatan pelayanan polresta bandara soekarno hatta bsh polres kota bsh mengcpkn terima kasih at kepercayaan bri semoga kerja menguat berkembang httpstcoa99gx9fdor,polres_soetta,0,0,0,positif
2022-10-28 07:56:59+00:00,yg blbi megawati pdi_perjuangan bank negara nasional bri kenaikan biaya pelayanan bunga bank yg rendah simpanan nilai yg tinggiratusan juta milyaran yg httpstcoxw3h8parnh,osamie1760,0,1,0,netral
2022-10-28 06:17:14+00:00,selamat siang bankbri_id ya petugas pelayanan susah dihubungi ditemui ditelpon wa susah angsuran syarat pelunasan dipercepat,IniBudi_08,0,8,0,netral
2022-10-28 05:09:48+00:00,bumn apresiasi bank bri tranformasi digital layanan keuangan pelayanan bank bri nasabahnya bridukungg20,mericaaasp,0,1,0,netral
2022-10-27 18:48:13+00:00,pengamanan pelayanan masyarakat kegiatan aksi unjuk gedung bank bri selasa 251022 polsekmetrotanahabang715 polresmetrojakartapusat kapoldametrojaya kapolresmetrojakartapusat httpstcoyojlzd9qro,PolsektroTabang,0,0,0,netral
2022-10-27 11:41:19+00:00,mytravel2704 hai sobat bri bank bri senantiasa berkomitmen meningkatkan pelayanan sistem keamanan bertransaksi kenyamanan kepuasan nasabah mohon dijaga kerahasiaan data rekening kode cvv kode otp mtoken pin kartu atm user id password internet 1,BANKBRI_ID,0,0,0,netral
2022-10-27 10:54:29+00:00,sahabatsig senantiasa berkomitmen pelayanan terbaik bank mandiri bri bni telkomsel link aja berupaya meningkatkan fasilitas retailer financing toko bangunan jaringan supply chain httpstcoadkrbvxd6k,semenku,2,1,0,netral
2022-10-27 10:50:12+00:00,sahabatsig senantiasa berkomitmen pelayanan terbaik bank mandiri bri bni telkomsel link aja berupaya meningkatkan fasilitas retailer financing toko bangunan jaringan supply chain httpstcothkcrxpjhe,SIGuntukIDN,2,1,0,netral
2022-10-27 01:16:31+00:00,mohon pelayanan tj pt_transjakarta khusus halte kalideres layanan top up saldo 4 provider bank brimandiribcadki nya kosong ga prose petugas nya ga saldo nya emang bgitu kah antisipasi nya gmana ya,brevet_18,0,0,0,positif
2022-10-27 00:06:14+00:00,apaygkupilih yudi14662184 hai sobat bri mohon maaf ketidaknyamanan dialami bank bri senantiasa menerima saran masukan nasabah meningkatkan kualitas pelayanan prima 1,kontakBRI,0,0,0,netral
2022-10-26 10:41:50+00:00,isoneben hai sobat bri informasikan akun akun resmi bank bri palsu bank bri senantiasa berupaya berkomitmen meningkatkan pelayanan sistem keamanan bertransaksi 1,BANKBRI_ID,0,1,0,netral
2022-10-26 01:28:34+00:00,bankbri_id pelayanan bri terkadang scurity bank mencoba mendetail costamer yg,Tentara90791540,0,8,0,netral
2022-10-24 07:51:38+00:00,boyaprihandy3 tsabit_q hai sobat bri memasuki jam istirahat petugas bergantian pelayanan nasabah tindak mohon diinformasikan kantor bri dikunjungi dm 1,BANKBRI_ID,0,0,0,netral
2022-10-24 07:11:53+00:00,rajawali152 hai sobat bri mohon maaf ketidaknyamanan dialami ya perhatian kedepannya meningkatkan kualitas pelayanan nasabah prose tindak terkait saran terkait pelayanan 1,BANKBRI_ID,0,0,0,netral
2022-10-24 06:29:00+00:00,bankbri_id min tgl 24102022 pelayanan bank bri cabang kranji pelayanannya minus yaah bikin emosi tingkat kecamatan deh,Chimeng789,0,10,0,negatif
2022-10-23 20:11:35+00:00,xoiwern hai sobat bri terima kasih informasi informasikan akun akun resmi bank bri palsu bank bri senantiasa berupaya berkomitmen meningkatkan pelayanan sistem keamanan bertransaksi 1,kontakBRI,0,0,0,netral
2022-10-23 20:10:17+00:00,whisnu_s hai sobat bri terima kasih informasi informasikan akun akun resmi bank bri palsu bank bri senantiasa berupaya berkomitmen meningkatkan pelayanan sistem keamanan bertransaksi 1,kontakBRI,0,0,0,netral
2022-10-23 20:06:38+00:00,kdr_subtim ccicpolri hai sobat bri terima kasih informasi informasikan akun akun resmi bank bri palsu bank bri senantiasa berupaya berkomitmen meningkatkan pelayanan sistem keamanan bertransaksi 1,kontakBRI,1,0,0,netral
2022-10-23 14:45:26+00:00,utpux indosat hai sobat bri terima kasih informasi informasikan akun akun resmi bank bri palsu bank bri senantiasa berupaya berkomitmen meningkatkan pelayanan sistem keamanan bertransaksi 1,kontakBRI,0,0,0,netral
2022-10-23 06:52:48+00:00,bankbri_id kontakbri hallo min perihal penarikan uang atm saldo berkurang uang notice cek saldo kecewa pelayanan bri skg cek saldo berkurang uang mohon tanggapi thanks,audiahibrian,0,15,0,positif
2022-10-22 16:26:41+00:00,powrakporanda hai sobat bri bank bri senantiasa berkomitmen meningkatkan pelayanan sistem keamanan bertransaksi kenyamanan kepuasan nasabah pengecekan transaksi silakan pemilik rekening pengecekan cetak buku tabungan mengunjungi 1,BANKBRI_ID,0,0,0,netral
2022-10-22 04:09:25+00:00,gubernur sumatera utara sumut edy rahmayadi berharap kerja pemerintah provinsi pemprov sumut himpunan bank milik negara himbara mandiri bri btn bni kemudahan transaksi pelayanan perbankan sumut httpstco98f3je2soj,Infosumutku,1,1,0,netral
2022-10-21 13:09:42+00:00,kontakbri bankbri_id udah dihubungi via whatsapp berbincang customer service udah sejam chat respon namanya bumn pelayanan kaya gini,orizalbs,0,2,0,netral
2022-10-21 13:08:09+00:00,nbllaaptri hai sobat bri terima kasih saran masukan manjadi perhatian pelayanan informasikan transaksi transfer dikenakan biaya transaksi rp2500 transfer bank 1,BANKBRI_ID,0,0,0,netral
2022-10-21 03:47:09+00:00,bankbri_id pelayanan unit berbeda cabang ngambil jaminan 1 bln telpon jam 8 pagi ngantri sampe jam 1046 jumatan nih paraaaaah bri batujajar mantap pelayanan c nya,cepsibo,0,6,0,netral
2022-10-20 11:51:27+00:00,alifizamroni kontakbri hai sobat bri terima kasih saran masukan manjadi perhatian pelayanan himbau berhatihati akun palsu indikasi penipuan pastikan menginformasikan 1,BANKBRI_ID,0,0,0,netral
2022-10-20 11:30:34+00:00,aplause bri bri berkomitmen menciptakan pelayanan amp produk terbaru yg berbasis digital dgn otomatis antusias deh bri produk indonesia bank rakyat menjangkau masyarakat transformasibri transformasibumn,eciarnie2,0,1,0,netral
2022-10-20 08:12:33+00:00,bangga deh bri berkomitmen menciptakan pelayanan amp produk terbaru berbasis digital dn bnr otomatis antusias krn bri produk indonesia bank rakyat yg pling terjangkau sluruh lapisan masyarakat transformasibri transformasibumn,eciarnie2,0,1,0,netral
2022-10-19 12:30:14+00:00,denied_rd pelayanan tarik tunai kartu aplikasi brimo mesin atm bri just info akun resmi bri centang biru verified channel private resmi bri whatsapp sabrina 08121214017 ya tkssatria 2,BANKBRI_ID,0,0,0,netral
2022-10-19 12:29:48+00:00,denied_rd hai sobat bri mohon maaf ketidaknyamanan dialami bank bri senantiasa berupaya berkomitmen meningkatkan pelayanan bertransaksi kenyamanan kepuasan nasabah terima kasih saran masukkan perbaikan 1,BANKBRI_ID,0,0,0,netral
2022-10-19 12:00:32+00:00,saham bbri bagus pelayanan komplain respon nasabahnya mikir 2kali ya bankbri_id,Denied_Rd,0,6,0,netral
2022-10-19 04:39:39+00:00,bank bri udah pelayanan produk digital mempermudah transaksi nasabahnya transformasibri transformasibumn,maryllianne,0,1,0,netral
2022-10-19 02:40:33+00:00,bank bankbri_id pelayanan emang yg antri 25 org dilayani 1 c 1 teller httpstco3ys7lbbpx8,krtn_twt,0,7,0,netral
2022-10-18 04:59:41+00:00,dear bankbri_id kontakbri kecewa pelayanan bank bri kcp bri dangdeur rancaekek kabbandung kronologi kejadian nasabah heran dgn pelayanan administrasi yg handle security yg jobdesc,selaludisana,1,5,1,netral
2022-10-18 04:50:24+00:00,bankbri_id iyank62727333 kontakbri prose pengajuan fc bpkb yg pelayanan hny security ketidak jelasan prosesn fc bpkb,selaludisana,0,1,0,netral
2022-10-18 03:19:32+00:00,brispot aplikasi pengajuan fasilitas layanan kredit gitu bank bri bank bri ngasih solusi pelayanan kredit perbankan berbasis digital keren nih bri transformasibri transformasibumn,cansqueen_,1,1,0,netral
2022-10-18 01:55:02+00:00,bankbri_id video jam 0830 wib dimana 1 teller pelayanan petugas c nihil kontakbri promo_bri httpstcoui4jqhdxp7,sangfirdauz,0,3,0,netral
2022-10-18 01:49:03+00:00,bankbri_id berangkat pagi urusan cepat selesai eh pa nyampai bri petugasnya sek ngerumpi pelayanan yg diterapkan bri,sangfirdauz,0,4,0,netral
2022-10-18 01:43:42+00:00,bankbri_id keren nomer antrian paket komplit pelayanan bri unit arosbaya httpstcofcpt75j1zl,sangfirdauz,0,4,0,netral
2022-10-18 01:28:44+00:00,bankbri_id jam pelayanan unit cabang beda ya min httpstcokvqphpxete,sangfirdauz,0,2,0,netral
2022-10-17 15:06:56+00:00,aslii sih nasabah bri bankbri_id bangga cintanya bri nasabah menciptakan produk pelayananmemudahkan digitalisasi mempermudah banget transformasibri transformasibumn,Indhiraa5,0,1,0,netral
2022-10-17 14:26:03+00:00,bri salah bank berinovasi mengikuti zaman perubahan teknologi digital cepat bri produk terbaru menciptakan pelayanan digital transformasibri transformasibumn,hyunsoo_ariana,0,1,0,netral
2022-10-17 11:42:33+00:00,salah bank pelayanan terbaik bri berinovasi mengadopsi teknologi digital memasuki era metaverse transformasibri transformasibumn,dannyp_depe,16,1,1,netral
2022-10-17 10:43:10+00:00,bri bener2 bank rakyat indonesia terbukti menciptakan kenyamanan nasabah meningkatkan pelayanan pandemi kemarin apk brimo mempermudah urusan transaksi transformasibri transformasibumn,liska_ananda,8,0,0,netral
2022-10-17 06:32:15+00:00,jujur bangga banget salah nasabah bank bri bri berkomitmen pelayanan produk digital mempermudah transaksi aktivitas nasabahnya transformasibri transformasibumn,refinatriani,1,1,1,netral
2022-10-17 06:14:56+00:00,bankbri_id kcp unnes pelayanan nya jelek bgt tolong diperbaiki ya nasabah bank butuh pelayan solusi seolah² petugas nya melayani terburu² terkesan nada yg mengintimidasi,exsvck,0,16,0,netral
2022-10-17 04:10:29+00:00,salah inovasi bank bri menciptakan pelayanan produk berbasis digital mempermudah transaksi aktivitas nasabah transformasibri transformasibumn,chrismey12321,4,1,0,netral
2022-10-17 04:08:15+00:00,nokadewantara sobat bri mohon maaf ketidaknyamanan dialami semestinya pelayanan disesuaikan antrian diinformasikan alamat kantor bri dikunjungi dm waspada akun resmi bank bri bercentang biru verified tkspriska,BANKBRI_ID,0,0,0,netral
2022-10-17 03:08:44+00:00,bri bank bumn memiliki nasabah sabang merauke berkomitmen kemudahan pelayanan transformasibri transformasibumn,khbnie131,0,1,0,netral
2022-10-17 02:33:30+00:00,halo bankbri_id bank bri cabang kedung jepara pelayanan c memuaskan mohon inspeksi cabang,Ikhwanudienr,0,11,0,netral
2022-10-15 23:52:22+00:00,bank bri bertransformasi mengikuti perkembangan jaman salah satunya menciptakan pelayanan produk berbasis digital mempermudah transaksi aktivitas nasabahnya transformasibri transformasibumn,Thankyo27858791,2,1,1,netral
2022-10-15 11:09:18+00:00,bangga banget bank indonesia berkomitmen menciptakan pelayanan produk berbasis digital mempermudah nasabahnya bri transformasibri transformasibumn,clarissawhs,3,1,0,netral
2022-10-15 10:46:51+00:00,so proud anak bangsa bank bumn bri berkomitmen menciptakan pelayanan produk berbasis digital mempermudah transaksi aktivitas nasabahnya transformasibri transformasibumn,Anastyapandan,0,1,0,positif
2022-10-15 05:19:47+00:00,tanyakanrl bank bni bri bca permata mandiri bank pelayanan oke teller c ramah satpamnya ramah bca kaku gitu c nya ramah atm nya disuruh milih gambarnya,Moon_Tonigth,1,4,0,netral
2022-10-14 22:40:13+00:00,kagum bgt dgn pencapaian bri bank ri berkomitmen menciptakan pelayanan produk bidang digital mempermudah transaksi nasabahnya transformasibri transformasibumn,march_polymorph,7,1,0,netral
2022-10-14 14:25:31+00:00,langkah dilakuin bri mendigitalisasi sih era dunia berputar cepat bikin gbsa buang ngantri bank dpt pelayanan jdi webapk bsa cpt bgt prose nya transformasibri transformasibumn,valkyrieblvck,0,2,0,netral
2022-10-14 13:18:36+00:00,bri bank rakyat pelayanan nasabah nya transformasibri transformasibumn,Cahayukung,5,1,1,netral
2022-10-14 12:57:21+00:00,isi berita gue baca bank bri menerapkan transformasi digitalisasi mempermudah transaksi nasabah keren sih pelayanan publik emang diperbarui perkembangan zaman kebutuhan masyarakat dinamis transformasibri transformasibumn,keramikwese,5,1,2,netral
2022-10-14 10:31:44+00:00,disamping skrg bank bri meningkatkan pelayanan terkait keamanan data era digital wajib banget nih data bocor bertanggungjawab transformasibri transformasibumn,cansqueen_,4,1,0,netral
2022-10-14 09:51:35+00:00,i prod of youu bank bri berkomitmen menciptakan pelayanan produk berbasis digit mempermudah transaksi aktivitas nasabahnya transformasibri transformasibumn,Ddbbkkxx,8,1,0,netral
2022-10-14 07:45:16+00:00,rusbaldwinnn hai sobat bri mohon maaf ketidaknyamanan dialami ditindaklanjuti mohon kirimkan informasi lengkap terkait pelayanan dialami dm akun resmi medium sosial bri centang birunya verified tksdiva,BANKBRI_ID,0,0,0,netral
2022-10-14 07:43:11+00:00,bank bri melangkah cepat tercermin komitmen perseroan menciptakan pelayanan produk berbasis digital mempermudah transaksi aktivitas nasabahnya transformasibri transformasibumn,swagurl_,0,1,0,netral
2022-10-14 06:13:10+00:00,kagum bgt dgn pencapaian bri bank ri berkomitmen menciptakan pelayanan produk bidang digital mempermudah transaksi nasabahnya transformasibri transformasibumn,march_polymorph,5,1,0,netral
2022-10-14 03:57:22+00:00,seneng deh bank yg peduli nasabah utk menciptakan pelayanan produk berbasis digital utk mempermudah transaksi aktivitas nasabahnya langsung buka rekening bri yuk transofrmasibri transformasibumn,candy_vna,6,1,0,netral
2022-10-14 02:58:14+00:00,bangga bank bri pelayanan yg optimal transformasibri transformasibumn,astii_MA,2,1,0,netral
2022-10-13 09:35:13+00:00,bank bri berkomitmen menciptakan pelayanan produk berbasis digital mempermudah transaksi aktivitas nasabah keren yaaa transformasibri transformasibumn,nivolaperjun,3,1,0,netral
2022-10-13 08:10:30+00:00,super proud sih bank bri sbg salah nasabah pelayanan produk berbasis digital mempermudah nasabahnya membantu bgt transformasibri transformasibumn,astii_MA,2,1,0,positif
2022-10-13 05:25:38+00:00,salah satunya bank bri transformasi berinovasi era digital menciptaman pelayanan berbasis digital transformasibri transformasibumn,taairafaa,0,1,0,netral
2022-10-13 04:05:14+00:00,bustanulis estananto hai sobat bri mohon maaf ketidaknyamanan dialami tindak pelayanan petugas mohon kesediaannya laporan dm 1,BANKBRI_ID,0,0,0,netral
2022-10-13 03:08:55+00:00,salah satunya bank bri transformasi berinovasi era digital menciptaman pelayanan berbasis digital transformasibri transformasibumn,tyakrniawn,0,1,0,netral
2022-10-13 02:53:13+00:00,estananto bankbri_id 0952 pelayanan manual selow banget wajah mantri kawankawannya,bustanuLis,0,7,0,netral
2022-10-13 02:52:15+00:00,estananto bankbri_id kami 13 oktober 2022 pelayanan manual amp lemot mantri kantorbri5847 unit pasarbatang i brebez,bustanuLis,0,12,0,netral
2022-10-12 07:49:50+00:00,pelayanan ka 800 win sd 1500wib tp 1445 wib sdh tutup bankbri_id kertasari,tuadoly,0,13,0,positif
2022-10-12 03:03:43+00:00,brendhikdimas hai sobat bri silakan informasikan detail pelayanan buruk dm ya 1,BANKBRI_ID,0,1,0,netral
2022-10-11 16:19:53+00:00,nasabah bri unit sukosari keluhkan regulasi pelayanan meluruk bank httpstcokc5g2aghc9,SonicMedia5,0,0,0,netral
2022-10-11 13:04:51+00:00,bankbri_id nya nyiptain brimo biar pelayanan nya mudah cepat gampang ya,ItsGwll,0,6,0,netral
2022-10-11 11:32:28+00:00,schumalich mrshananto terima kasih perhatian perhatian mengalami kendala terkait pelayanan petugas mohon kesediaannya laporan dm 1,BANKBRI_ID,0,0,0,netral
2022-10-11 08:27:30+00:00,bankbri_id mrshananto male tau aja pelayanan nya,schumalich,0,0,0,netral
2022-10-11 07:52:31+00:00,mrshananto yg sy sayangkan bankbri_id salahnya nasabahnya sm wa hoax2 penjelasannya salah bentuk pelayanan bank hidup krn nasabah,SiputUpdate,1,5,0,netral
2022-10-10 11:23:04+00:00,bankbri_id please tindak dm mohon bgt aduh geregetan lelet bgt pelayanan nya,ArdiyaniSuzi,0,10,0,netral
2022-10-10 10:21:56+00:00,bri bank gede gangguan mulu pelayanan onlinenya hadeh purba purba,noturubermensch,0,1,0,netral
2022-10-10 07:03:43+00:00,bankbri_id cuteasdbby pemeliharaan kerja gmna ningkatin pelayanan min senin errornya,dickykurniaa,0,3,0,netral
2022-10-10 04:41:57+00:00,deh pelayanan teller bankbri_id kanca ciputat antrian 1 layanin td jam 10an trs skrg udh jam 1141 antrian 4 counter 4 yg ngelayanin 2 udah gitu pd lelet banget ngelayanin nyaaaa,mamiopie,0,14,0,netral
2022-10-10 02:33:03+00:00,teras_bri program bank bumn milik pemerintah nkri utk jemput bola pelayanan nasabah wilayah aktifitas ekonomi terproduktif pasarinduk tetiba buka dgn keterangan karyawan skandal ngeri,bustanuLis,0,1,0,netral
2022-10-09 04:20:20+00:00,ella_916 kai121 terkait pelayanan memanh skrg turun drastis udah revolusi johan bknya dipertahankan ancurin kmrn sy jg refund tiket gambir antrian tp loket yg buka 1 bank bri antrean bejubel loket 2 yg buka ampun plat merah,FirmanRossi,13,13,0,netral
2022-10-07 08:30:07+00:00,bankbri_id pelayanan nya,Nugetpisang1,1,4,0,netral
2022-10-07 08:20:22+00:00,bankbri_id pelayanan bri tolong perbaiki lgi ga min,Nugetpisang1,1,4,0,netral
2022-10-07 07:56:26+00:00,pelayanan bank milik bumn bikin jengkel contohnya yangbsaya alami bankbri_id kantor unit ambulu,Hambaqis,2,9,0,netral
2022-10-07 01:51:19+00:00,bankbri_id pelayanan lambat httpstcox1elco699q,AlvaroBratajaya,0,2,0,netral
2022-10-07 00:22:47+00:00,bankbri_id hallo bank bri tolong perbaiki pelayanan customer service bri unit loa bakung samarinda kalimantan timur sangat² lambat pelayanannya masuk jam pelayanan pagi antrian tinggal kabur petugasnya,aris_apuesto,1,8,0,netral
2022-10-06 15:11:57+00:00,dg54142497 hai sobat bri jam operasional bank bri 1 jam pelayanan ka 0800 sd 1500 2 jam layanan nasabah 0800 sd 1600 1,BANKBRI_ID,0,0,0,netral
2022-10-06 10:19:18+00:00,laporan twitter wa email tertagih bri ceria pembelian batalkan lapor bri terdekat suruh telp call center gimana nie kontakbri kemenbumn erickthohir pelayanan bank bri memuaskan pelanggan,BocahArusBawah,1,11,0,negatif
2022-10-06 03:20:07+00:00,tindakan merugikan tilang online polri kerjasama bank manapun bri briva pembayaran denda tilang pelayanan,tmc_restabesbdg,0,0,1,netral
2022-10-06 02:01:25+00:00,anakbaikbaikban bankmandiri bankbca bni hai sobat bri terima kasih saran masukkan bank bri senantiasa menerima masukkan nasabah meningkatkan kualitas pelayanan prima 1,BANKBRI_ID,1,0,0,netral
2022-10-05 08:18:14+00:00,ncutewillow sobat bri mohon maaf ketidaknyamanan dialami menindaklanjuti laporan terkait pelayanan petugas mohon diinformasikan detail keluhan alamat kantor bri yg dikunjungi nama petugas yg melayani dm 1,BANKBRI_ID,1,0,0,netral
2022-10-05 07:49:03+00:00,bankbri_id pelayanan cabang manapun c nunggu jam 2 orang menunggu c tp yg functioned satunya tewa tewe rugi bgt dibuang,ncutewillow,1,6,0,netral
2022-10-05 04:36:24+00:00,kontakbri bankbri_id mbak priska tipu2 ya dm cuman dianggurin nyampe rabu hebatbanget pelayanan keluhannya tindak gercep kontakbri bankbri_id httpstcovjcom2rww5,Fourrjee,0,7,0,netral
2022-10-05 04:25:54+00:00,bankbri_id muhammadagusir2 selamat siang pelayanan bri cab radar auri parah banget yah costumer servis cuman 2 hilang ntah kmana 20menit nomor antrean 20 selesai jam brp bentar alasan makan siang,Drinksndrive799,0,9,0,netral
2022-10-05 00:39:10+00:00,setor tunai bankbri_id gagal setor udah c arahkan lapor email udah email diarahin wa udah wa lg suruh c maunya sih bank gede bumn tpi pelayanan kayak gini payah,mbotaja18,3,18,0,netral
2022-10-04 03:57:44+00:00,halo bankbri_id konfirmasi komplain pelayanan nasabah ketentuannya cek dm pakbu,tumistucing,2,23,0,netral
2022-10-04 03:45:52+00:00,bankbri_id dear bank bri berlangganan 7 senang nasabah bri baiknya sistem pelayanan antri perbaikan atm brimo diperbaiki menambah c disetiap unit kasian ibu2 anak2 mengantri,Nurasandika,2,16,0,netral
2022-10-04 02:34:14+00:00,fauzanjanfo hai sobat bri mohon maaf ketidaknyamanan dialami prose tindak terkait pelayanan kantor bri dialami mohon diinformasikan detail nama petugas alamat lengkap kantor bri dikunjungi dm 1,BANKBRI_ID,0,0,0,netral
2022-10-03 10:47:51+00:00,sjifa bni bankbri_id kordinasikan keluhan ruas tol terkait kedepannya pelayanan fasilitas berupaya meningkatkan pelayanan fasilitas,PTJASAMARGA,0,0,0,netral
2022-10-03 07:30:15+00:00,chaenyoun errdayineverest hai sobat bri mohon maaf ketidaknyamnannya bank bri senantiasa berupaya berkomitmen meningkatkan pelayanan bertransaksi kenyamanan kepuasan nasabah 1,BANKBRI_ID,0,0,0,netral
2022-10-03 07:02:46+00:00,mencrown02 terima kasih saran bank bri senantiasa pelayanan prima nasabah bank bri waspada sobat bri akun medium sosial resmi bank bri bercentang biru verified tkslily,BANKBRI_ID,0,0,0,netral
2022-10-03 05:16:14+00:00,anonymo58251178 pengecekan prose tindak terkait pelayanan kantor bri dikunjungi mohon diinformasikan detail nama alamat lengkap kantor bri dikunjungi dm sobat bri waspada akun resmi medium sosial bri 1,BANKBRI_ID,0,0,0,netral
2022-10-03 02:24:51+00:00,elixtir hai sobat bri diinformasikan detail kendala dialami terkait pelayanan kantor bri dm just info akun resmi bri centang biru verified channel private resmi bri whatsapp nomor 08121214017 ya tkslily,BANKBRI_ID,0,0,0,netral
2022-10-02 00:15:11+00:00,el_fajrii hai sobat bri tindak terkait pelayanan kantor bri mohon diinformasikan lokasi kantor bri dikunjungi dm akun resmi bri centang biru verified channel private resmi bri whatsapp nomor 08121214017 tkspriska,BANKBRI_ID,0,0,0,netral
2022-10-01 14:29:17+00:00,bankbri_id info pelayanan bank bri surabaya buka weekend minggu besok 29 dimana min penggantian kartu atm,asri_hikmah,0,5,0,netral
2022-10-01 06:38:09+00:00,ajukan bri terdekat lengkapi persyaratannya minimal usahamu berjalan 6 ya mantri bri membantumu pelayanan ramah bri memberimaknaindonesia,BANKBRI_ID,5,5,0,negatif
2022-09-30 21:25:08+00:00,myouyeah hai sobat bri bank bri senantiasa berupaya berkomitmen meningkatkan pelayanan sistem keamanan bertransaksi kenyamanan kepuasan nasabah tindak lanjuti terkait laporan nomor telepon palsu 1,BANKBRI_ID,1,0,0,netral
2022-09-30 15:11:00+00:00,bankbri_id min brimo error sd jam sih peningkatan pelayanan malam jam sibuk ya,anggie_plukadot,1,10,0,netral
2022-09-30 14:14:47+00:00,down perbaikan prose pelayanan kantor dipersulit mesin atm kosong klo bgini auto pindah bank bankbri_id,esraimta_25016,0,12,0,negatif
2022-09-30 13:50:17+00:00,bankbri_id tolong percepat maintance nyo dongorang gimana pelayanan nya iya maintance jam segini,Yha_Nanad,1,9,0,netral
2022-09-30 13:36:51+00:00,bankbri_id kontakbri pelayanan kantornya ya tau atmnya tombolnya udh susah dipencet kadang uangnya gak kadang gangguan koneksinya brimonya gangguan seharian disarankan pake ibanking daftarnya tahap 12,islamifal,1,7,0,netral
2022-09-30 12:00:07+00:00,brimo knpa dibuka parah aja ydah kartu atm berbukan ajukan kosong pelayanan bri ditambah brimo dibuka brimo kartuatmbrikosong bankbri,Pegasusrangers,3,1,0,netral
2022-09-30 10:34:45+00:00,bankbri_id berat hati aing repot wak hopeless deh sm pelayanan bri,hany_pin,0,0,0,netral
2022-09-30 06:12:15+00:00,pelayanan bank bri cabang jaksel ramah sat set sat set petugasnya bgt murah senyum ak kasih bintang,yaampunnunutt,0,1,0,netral
2022-09-30 03:48:13+00:00,bsu nya sampe stastus nya calon boro2 dapet duit yg duit 100 ribu utk bri kalo pelayanan fasilitas bankbri_id sekelas halobca sih mending pelayanan halobca biayanya mahal,yang_rajin,0,5,1,netral
2022-09-29 11:48:55+00:00,squidwrong_ hai sobat bri informasikan registrasi brimo membutuhkan nomor rekening ya silakan mengulangi pastikan jaringan ponsel stabil terkait pelayanan kantor bri dikunjungi mohon perihal dialami dm 1,BANKBRI_ID,0,0,0,netral
2022-09-29 01:51:27+00:00,klo stok kartu atm abis seenggaknya pelayanan regis brimo nya dibenerin gak org yg mengeluhkan yg gagal regis brimo maaf saran yg dikasihtau admin membantu tolong ditindaklanjuti yaa thx bankbri_id kontakbri,___bitterfly,1,8,0,netral
2022-09-28 11:42:39+00:00,halo min kontakbri bankbri_id sejelek pelayanan beralih bankbca halobca,didinda_dinda,0,7,0,netral
2022-09-28 10:21:15+00:00,harapannya semoga kerja bri cepu ppsdm migas berdampak positif masyarakat cepu lingkungan biar bikin pelayanan kesehatan bri memberimaknaindonesia,BANKBRI_ID,4,0,0,netral
2022-09-28 01:43:21+00:00,dear bank bri kontakbri sih pelayanan sistem tuh lelet lemot siput keong alias bangrt astagfirullah emg pikir org2 yg antri tuh kebutuhannya cmn ngantri bank doang tolong perbaiki sistem pelayanan lelet,naboelle,3,11,0,netral
2022-09-27 13:56:15+00:00,cikichitatoo tutup layanan kantor bri jam layanan pelayanan nasabah 1600 layanan ka 1500 transaksi tarik tunai praktis kartu aplikasi brimo mesin atm bri 1,BANKBRI_ID,0,0,0,netral
2022-09-27 08:11:21+00:00,pelayanan c bank bri kanca kudu sekalijam 10 pagi jam 4 sore dipanggiltolong perbaiki bankbri_id,Savi7591,2,2,0,netral
2022-09-27 04:10:03+00:00,bankbri_id respon min tolak kyc daftar brimo pake fitur2 aneh mepersulit pendaftaran dm gak bale parah pelayanan nya c terdekat gak ad solusi,aditea93,0,6,0,netral
2022-09-26 07:29:43+00:00,bintang pelayanan bank bri,wulane12_,0,0,0,netral
2022-09-26 05:03:57+00:00,ganti kartu bantu n c terpenting bank atm ngk gila ngk bank sih pelayanan c buruk tanggung ngk parah kartu atm woiiiii bank bri kirim kartu atm bank,ikhlassemoga,0,3,0,netral
2022-09-26 05:03:09+00:00,kecewa pelayanan bri hadeeehh bankbri_id,rossidobas,1,8,0,netral
2022-09-26 02:46:21+00:00,bankbri_id trus klo dah ngasi alamat via dm jd cepet gitu pelayanan nya,erwinharyo,0,1,0,netral
2022-09-24 04:26:14+00:00,bankbri_id suruh diajtifin gatau pelayanan bri gmn si kk huhu ga dilayani tuntas,scava96266908,0,0,0,netral
2022-09-24 01:02:46+00:00,herafebriani jam pelayanan 08001500 wib ya tarik tunai mesin atm bri mudah kartu aplikasi brimo waspada sobat bri akun medium sosial resmi bank bri bercentang biru verified tkseva,BANKBRI_ID,0,1,0,netral
